@RELATION LeagueofLegends

@ATTRIBUTE gamelength numeric
@ATTRIBUTE gold numeric
@ATTRIBUTE kills numeric
@ATTRIBUTE inhibitors numeric
@ATTRIBUTE towers numeric
@ATTRIBUTE dragons numeric
@ATTRIBUTE barons numeric
@ATTRIBUTE heralds numeric
@ATTRIBUTE class {'yes','no'}
@data
31,43705,3,0,1,2,0,0,no
23,30784,3,0,0,0,0,0,no
23,48613,16,1,8,1,1,0,yes
48,84748,14,1,10,4,1,0,yes
48,77349,12,0,5,0,1,0,no
27,53976,24,1,9,2,1,0,yes
27,37180,3,0,2,0,0,0,no
29,40501,3,0,0,0,0,0,no
29,55607,11,2,10,3,1,1,yes
41,77690,17,1,9,3,2,0,yes
41,67887,14,1,6,2,1,0,no
52,94827,25,2,10,4,3,0,yes
52,78559,14,0,4,0,0,0,no
44,77960,16,3,11,4,1,0,yes
44,66380,7,0,3,0,0,0,no
29,42098,6,0,1,0,0,0,no
29,50882,8,1,8,2,1,0,yes
51,85359,18,2,8,1,0,0,no
51,87956,12,3,11,4,2,0,yes
34,64799,14,3,11,1,2,0,yes
34,55938,9,0,5,1,0,0,no
37,62223,11,1,8,2,1,0,yes
37,57637,8,0,6,2,0,1,no
35,51614,8,0,0,0,0,0,no
35,67896,19,3,11,4,1,1,yes
36,66590,18,3,11,4,1,0,yes
36,52454,4,0,2,0,0,0,no
28,42574,6,0,2,0,0,0,no
28,54330,15,1,10,3,1,0,yes
54,90735,19,2,7,0,1,0,no
54,98677,17,4,11,6,3,0,yes
38,57407,5,0,1,2,0,0,no
38,67911,11,2,9,0,2,0,yes
52,78959,5,0,3,1,0,0,no
52,90364,13,5,11,4,2,0,yes
48,79854,14,1,8,2,2,0,no
48,84512,12,1,9,3,0,0,yes
28,56019,18,2,10,2,1,1,yes
28,38635,4,0,0,0,0,0,no
30,42631,3,0,0,0,0,0,no
30,61198,19,3,11,3,1,0,yes
48,84884,29,0,6,3,1,0,no
48,91924,26,3,11,1,2,0,yes
37,55030,8,0,3,2,0,0,no
37,65072,8,1,9,2,1,0,yes
26,35497,5,0,0,0,0,0,no
26,50626,20,2,9,3,0,0,yes
67,117238,20,3,10,3,4,0,yes
67,112246,21,0,5,2,0,0,no
40,61735,12,0,3,0,0,0,no
40,72039,20,2,8,3,1,0,yes
36,64396,14,1,9,1,1,1,yes
36,59192,15,0,4,2,0,0,no
43,80059,16,4,11,3,2,0,yes
43,67207,11,0,4,2,0,0,no
32,60616,24,3,11,3,1,0,yes
32,50446,9,0,1,0,0,0,no
27,51896,18,2,9,1,1,0,yes
27,35008,2,0,0,1,0,0,no
25,34095,1,0,0,0,0,0,no
25,48649,16,2,10,1,1,0,yes
32,56330,13,1,7,3,0,0,yes
32,47511,8,0,1,0,0,1,no
39,72231,13,1,9,0,1,0,yes
39,63056,4,1,6,4,1,0,no
40,76206,13,5,11,5,1,0,yes
40,61265,1,0,2,0,0,1,no
34,52741,3,0,2,0,0,0,no
34,61770,14,1,8,3,1,0,yes
48,72093,6,0,3,0,0,0,no
48,89114,12,5,11,6,3,0,yes
40,72760,12,4,11,4,2,0,yes
40,61483,4,0,4,0,0,0,no
36,61718,9,2,10,1,2,0,yes
36,50425,2,0,3,2,0,0,no
36,56365,9,0,3,0,0,1,no
36,70183,20,2,11,4,2,0,yes
34,61371,23,1,6,3,1,0,yes
34,58367,14,1,5,1,0,0,no
36,50607,1,0,0,0,0,0,no
36,67608,11,2,9,4,1,0,yes
58,108595,27,4,10,3,3,0,yes
58,99669,21,0,4,3,1,0,no
36,61404,12,1,9,1,1,0,yes
36,52559,3,0,2,2,0,0,no
38,73376,17,4,11,5,2,1,yes
38,61577,15,0,2,0,0,0,no
37,55970,8,0,3,0,0,0,no
37,67992,18,3,11,4,1,0,yes
36,58257,9,0,5,1,0,0,no
36,65906,16,1,8,2,2,0,yes
39,71981,16,2,10,3,1,1,yes
39,58153,4,0,2,1,1,0,no
24,31781,2,0,0,0,0,0,no
24,45740,12,2,9,2,1,0,yes
27,51636,15,1,8,1,1,0,yes
27,35029,3,0,1,0,0,0,no
39,57264,7,0,1,0,0,0,no
39,73067,14,3,11,4,1,1,yes
46,84393,28,2,9,3,1,0,yes
46,80282,16,0,5,2,2,0,no
39,75682,16,3,11,5,2,0,yes
39,58321,4,0,1,0,0,0,no
34,66099,20,2,10,3,1,0,yes
34,51236,9,0,1,0,0,0,no
29,41404,3,0,1,1,0,0,no
29,54831,8,2,10,1,1,0,yes
31,56778,13,2,9,1,1,0,yes
31,47768,7,0,3,1,0,0,no
34,60694,8,3,11,1,1,0,yes
34,47154,0,0,0,1,0,0,no
28,39418,4,0,0,1,0,0,no
28,51106,12,2,9,2,1,0,yes
31,54379,11,2,11,4,1,0,yes
31,42479,3,0,0,0,0,0,no
31,53626,15,1,8,0,1,0,yes
31,48767,8,0,2,3,0,0,no
43,77171,22,2,8,3,1,0,yes
43,71273,15,0,5,0,1,0,no
30,59185,20,2,10,1,1,1,yes
30,42361,4,0,1,1,0,0,no
35,53230,8,0,3,0,0,0,no
35,63610,18,2,10,2,1,0,yes
32,58376,10,2,10,3,1,0,yes
32,45365,5,0,1,0,0,0,no
27,53081,21,1,8,3,1,1,yes
27,38496,8,0,0,0,0,0,no
25,43282,5,1,9,2,1,0,yes
25,35993,1,0,2,0,0,0,no
33,48193,5,0,1,1,0,0,no
33,62340,12,3,11,2,2,1,yes
29,41814,2,0,1,0,0,0,no
29,55881,10,3,11,3,1,0,yes
40,63047,9,0,4,1,1,0,no
40,65806,16,1,7,2,0,0,yes
32,58843,10,2,10,4,0,0,yes
32,47755,4,0,0,0,0,0,no
39,70488,17,1,7,4,2,0,yes
39,67131,18,3,9,1,0,0,no
41,61443,1,0,2,0,0,0,no
41,73942,13,4,11,1,1,0,yes
29,53953,10,3,11,1,1,1,yes
29,44110,4,0,3,2,0,0,no
29,58060,18,3,11,3,1,0,yes
29,44390,4,0,3,0,0,0,no
41,69211,9,1,5,2,1,0,yes
41,69173,5,0,5,1,1,0,no
43,68510,5,0,4,2,0,0,no
43,77670,12,2,9,1,2,0,yes
34,61087,12,1,8,4,1,1,yes
34,48971,1,0,2,0,0,0,no
33,63923,19,2,10,1,1,0,yes
33,50119,5,0,1,0,0,0,no
25,47744,13,2,11,3,1,1,yes
25,35262,3,0,0,0,0,0,no
25,48014,17,1,8,2,1,0,yes
25,36102,3,0,1,0,0,0,no
36,57454,12,0,2,0,0,0,no
36,66231,11,1,10,3,1,0,yes
42,64495,11,0,4,2,0,0,no
42,75008,22,1,9,1,1,0,yes
31,57586,3,3,11,3,1,0,yes
31,43889,2,0,0,0,0,0,no
30,56168,9,3,11,2,1,1,yes
30,40889,3,0,1,0,0,0,no
45,83994,17,5,11,3,1,0,yes
45,75810,16,1,6,1,1,0,no
61,110554,27,1,8,2,1,0,yes
61,103616,21,0,5,4,3,0,no
54,95689,15,2,9,2,1,0,yes
54,91341,14,1,7,3,2,0,no
35,65894,15,2,9,3,2,0,yes
35,55477,8,0,3,0,0,0,no
39,58768,3,0,2,0,0,0,no
39,66267,15,1,8,3,2,0,yes
26,48694,20,1,9,3,1,1,yes
26,35685,2,0,1,0,0,0,no
26,51969,19,2,9,2,1,1,yes
26,38356,7,0,2,0,0,0,no
30,44375,3,0,2,0,0,0,no
30,58372,12,3,11,3,1,1,yes
27,54735,18,3,11,2,1,1,yes
27,35092,0,0,0,0,0,0,no
45,87265,23,5,10,4,2,0,yes
45,77985,20,0,5,0,1,0,no
35,54626,8,0,2,1,0,0,no
35,63979,21,1,9,2,1,0,yes
39,58779,7,0,2,2,0,0,no
39,70657,19,1,8,1,2,0,yes
37,64645,20,1,9,0,1,0,yes
37,56768,6,0,2,3,0,0,no
41,73396,16,1,8,1,2,0,yes
41,66501,11,0,5,2,0,0,no
34,51458,3,0,3,0,0,0,no
34,64237,14,3,11,4,1,0,yes
32,63750,22,2,11,2,1,0,yes
32,48225,4,0,1,0,0,0,no
42,63196,1,0,3,0,0,0,no
42,75785,9,2,9,4,1,0,yes
44,84675,20,5,11,2,2,0,yes
44,71970,6,0,1,2,0,0,no
30,42096,2,0,0,0,0,0,no
30,58719,18,3,11,3,1,0,yes
42,78756,20,2,10,2,2,0,yes
42,66792,8,0,2,2,0,0,no
43,69884,15,0,3,2,0,0,no
43,75154,12,1,7,1,2,0,yes
32,57494,12,1,7,2,0,1,yes
32,48939,16,0,0,0,0,0,no
55,95294,18,1,8,2,0,0,yes
55,94898,19,1,8,4,3,1,no
36,60903,10,1,7,2,1,1,yes
36,55051,4,0,2,2,0,0,no
41,72702,18,1,7,0,1,0,no
41,75334,23,1,9,2,1,0,yes
33,49458,2,0,2,1,0,0,no
33,61377,16,2,10,2,2,1,yes
33,49852,8,0,3,0,0,1,no
33,61643,16,1,9,3,2,0,yes
29,53717,11,2,11,1,1,1,yes
29,40845,3,0,0,1,0,0,no
32,48465,8,0,2,1,0,0,no
32,61262,15,1,9,2,2,0,yes
34,64167,16,1,10,2,1,1,yes
34,53215,9,0,1,0,0,0,no
35,63243,8,3,11,4,1,0,yes
35,50708,1,0,1,0,0,1,no
35,64984,16,1,8,4,2,0,yes
35,53579,7,0,0,0,0,0,no
51,90653,11,0,5,4,1,1,no
51,88264,15,1,9,1,1,0,yes
40,64393,7,0,2,1,0,0,no
40,78798,14,2,9,3,1,0,yes
30,56022,14,4,11,3,1,1,yes
30,43707,3,0,1,0,0,0,no
41,67127,11,0,4,3,0,0,no
41,77716,18,1,9,2,2,1,yes
36,57693,8,0,3,0,0,1,no
36,64806,16,3,11,4,2,0,yes
50,91721,13,3,10,3,1,1,yes
50,85261,7,0,7,1,2,0,no
39,62918,15,0,2,1,0,1,no
39,71901,21,1,8,3,1,0,yes
29,43412,0,0,4,1,0,1,no
29,54359,13,1,9,0,1,0,yes
31,56564,19,1,8,1,1,0,yes
31,51655,9,0,4,2,0,0,no
50,90978,16,3,11,1,1,0,yes
50,88476,14,1,8,4,2,0,no
37,56182,4,0,2,0,0,0,no
37,70455,21,2,10,3,1,1,yes
44,84695,11,3,11,2,2,1,yes
44,69839,6,0,2,2,0,0,no
28,43609,9,0,1,0,0,0,no
28,53215,19,2,10,3,1,1,yes
27,40084,2,0,1,0,0,0,no
27,51035,15,1,8,3,1,0,yes
32,62213,20,1,9,3,1,1,yes
32,48039,10,0,1,0,0,0,no
29,53588,11,1,10,2,1,0,yes
29,41885,3,0,2,0,0,1,no
36,67892,16,2,11,3,2,1,yes
36,59826,7,0,5,0,0,0,no
46,81776,17,3,10,1,1,1,yes
46,83772,23,1,8,2,1,0,no
38,57197,3,0,1,0,0,0,no
38,71414,15,3,11,3,1,1,yes
39,60240,3,0,1,0,0,0,no
39,72298,11,3,10,4,2,0,yes
45,88804,18,6,11,2,2,0,yes
45,77617,17,0,3,3,1,1,no
39,75298,25,4,11,5,2,0,yes
39,63655,13,0,2,0,0,1,no
37,70954,24,1,9,3,2,1,yes
37,55815,8,0,0,1,0,0,no
36,69777,13,2,11,3,2,1,yes
36,52993,2,0,1,0,0,0,no
25,36166,7,0,2,1,0,1,no
25,48078,15,1,10,1,0,0,yes
25,51604,16,2,11,1,1,1,yes
25,35046,2,0,0,0,0,0,no
44,74364,9,0,3,1,1,1,no
44,78639,14,2,10,3,0,0,yes
48,85710,14,1,7,4,1,1,yes
48,77754,9,0,4,1,1,0,no
34,59143,11,1,7,0,1,0,yes
34,53443,7,0,2,3,0,0,no
32,50164,3,0,3,1,0,1,no
32,62382,13,2,10,1,1,0,yes
28,51254,8,2,10,3,1,1,yes
28,40975,4,0,2,0,0,0,no
30,58150,13,1,9,2,1,1,yes
30,42920,4,0,0,0,0,0,no
31,63552,15,3,11,2,1,1,yes
31,43234,2,0,0,0,0,0,no
52,83584,10,0,2,0,0,0,no
52,95823,13,6,11,5,4,1,yes
46,72797,11,0,3,1,0,1,no
46,81656,13,1,9,2,2,0,yes
38,69292,11,1,8,2,0,0,yes
38,61149,2,0,2,2,1,1,no
35,66633,16,2,10,4,1,0,yes
35,55651,11,0,1,0,0,0,no
38,72849,20,2,10,3,1,0,yes
38,58267,6,0,1,1,0,0,no
29,40816,0,0,1,1,0,0,no
29,55108,12,3,11,1,1,1,yes
51,99169,20,2,11,2,3,1,yes
51,82296,7,0,3,2,0,0,no
39,60044,10,0,2,1,0,0,no
39,65605,12,1,10,3,1,1,yes
42,70152,5,0,4,4,1,1,no
42,70058,13,2,6,1,1,0,yes
38,58934,10,0,0,1,0,0,no
38,75005,13,2,11,2,1,1,yes
32,48023,3,0,1,0,0,0,no
32,63876,18,2,10,2,1,0,yes
41,80320,10,4,11,4,2,1,yes
41,63804,9,0,0,1,0,0,no
26,49925,13,3,11,3,1,1,yes
26,36977,5,0,1,0,0,0,no
50,85518,16,0,5,3,0,1,no
50,95278,21,5,11,2,3,0,yes
66,118940,17,9,11,2,2,0,yes
66,120335,15,1,7,5,3,1,no
33,61444,8,2,10,2,1,1,yes
33,47223,6,0,0,0,0,0,no
28,39491,4,0,1,0,0,0,no
28,49370,13,2,9,2,1,1,yes
43,67595,13,0,3,1,0,1,no
43,78780,16,1,11,3,2,0,yes
40,75156,19,2,10,2,1,1,yes
40,60684,3,0,1,1,0,0,no
32,47664,6,0,0,0,0,0,no
32,60261,12,3,11,3,2,1,yes
28,49790,10,1,7,2,1,0,yes
28,40477,1,0,1,0,0,0,no
31,59746,12,3,11,3,1,1,yes
31,43289,3,0,0,0,0,0,no
27,39433,5,0,0,0,0,0,no
27,54115,17,2,10,2,1,1,yes
29,54548,11,1,8,1,1,1,yes
29,41675,2,0,1,1,0,0,no
39,66441,7,0,4,3,0,1,no
39,66394,4,1,7,0,2,0,yes
28,51624,12,4,11,2,1,1,yes
28,41111,1,0,2,0,0,0,no
32,57516,7,3,11,2,1,1,yes
32,47745,4,0,2,0,0,0,no
25,49232,16,2,9,1,1,1,yes
25,34974,4,0,1,1,0,0,no
29,46920,9,0,2,0,0,0,no
29,54321,11,1,9,1,1,1,yes
39,73813,16,2,10,3,2,1,yes
39,61488,8,0,1,2,0,0,no
59,108813,29,5,10,3,3,1,yes
59,109868,24,4,10,2,2,0,no
29,59807,22,3,11,3,1,0,yes
29,43026,6,0,1,0,0,1,no
27,39982,6,0,0,1,0,0,no
27,57177,18,3,11,1,1,1,yes
31,47281,6,0,2,1,0,0,no
31,59548,27,1,11,0,1,0,yes
35,53335,8,0,1,0,0,1,no
35,67222,19,1,9,3,1,0,yes
37,58691,6,1,6,1,0,0,no
37,65825,13,1,9,2,1,1,yes
33,61614,15,1,9,1,1,1,yes
33,51313,4,0,3,1,0,0,no
29,46389,2,0,2,1,0,1,no
29,51147,14,1,9,2,1,0,yes
31,46298,8,0,3,1,0,1,no
31,57407,14,1,9,2,1,0,yes
27,40369,6,0,3,1,0,1,no
27,45992,14,1,8,1,1,0,yes
28,50731,15,1,8,2,0,1,yes
28,40198,3,0,0,0,0,0,no
34,53578,5,0,2,0,0,1,no
34,65436,12,3,11,3,2,0,yes
39,62321,8,0,3,0,1,1,no
39,71155,6,3,11,3,1,0,yes
34,48961,6,0,2,0,0,1,no
34,66461,16,2,10,1,2,0,yes
39,64019,8,0,6,0,1,0,no
39,70979,18,1,8,4,1,0,yes
30,55258,11,2,10,1,1,1,yes
30,45970,5,0,2,2,0,0,no
29,53784,15,2,10,3,1,1,yes
29,43315,4,0,2,0,0,0,no
47,78085,3,1,8,3,0,1,no
47,83373,16,2,9,2,2,0,yes
30,55019,12,1,9,3,1,1,yes
30,42491,2,0,0,0,0,0,no
34,58820,12,1,6,2,1,0,yes
34,54081,4,0,2,1,0,1,no
34,64452,16,2,10,1,0,0,yes
34,51523,7,0,0,1,0,0,no
33,62819,12,3,11,3,1,1,yes
33,46442,2,0,1,0,0,0,no
29,52712,14,1,9,1,1,1,yes
29,41820,6,0,3,1,0,0,no
32,62384,18,1,9,2,1,0,yes
32,50893,8,0,4,1,0,1,no
43,76906,10,0,6,4,1,1,no
43,74742,16,1,9,0,1,0,yes
35,65317,14,3,11,3,1,1,yes
35,55749,8,0,4,1,0,0,no
32,62025,12,4,11,3,2,1,yes
32,46724,6,0,3,1,0,0,no
41,75411,13,5,11,2,2,1,yes
41,66685,2,0,4,2,0,0,no
33,65132,21,3,11,1,1,1,yes
33,52506,10,0,2,1,0,0,no
30,58011,14,2,10,3,1,1,yes
30,41426,1,0,0,1,0,0,no
27,49466,14,1,7,1,1,1,yes
27,40005,8,0,2,1,0,0,no
28,53371,15,1,7,2,0,1,yes
28,42430,4,0,1,1,0,0,no
40,65879,9,0,3,2,0,0,no
40,75065,15,1,9,2,2,1,yes
48,82544,4,1,8,5,1,1,no
48,84626,14,1,8,0,2,0,yes
32,49845,9,0,2,3,0,0,no
32,61028,19,1,10,0,1,0,yes
33,60214,11,1,8,0,1,0,yes
33,50452,3,0,3,2,0,1,no
31,57013,8,2,10,2,1,1,yes
31,43367,4,0,0,1,0,0,no
34,60686,18,1,8,1,2,0,yes
34,59114,16,0,5,3,0,1,no
30,57861,22,3,11,3,1,1,yes
30,42106,2,0,0,0,0,0,no
23,44739,15,1,8,1,0,1,yes
23,30222,0,0,1,0,0,0,no
29,46608,10,0,4,1,0,1,no
29,50485,16,1,8,1,1,0,yes
39,74065,13,1,10,3,3,1,yes
39,59759,6,0,2,1,0,0,no
26,50681,12,3,11,2,1,1,yes
26,34976,5,0,0,1,0,0,no
34,62931,15,1,11,2,1,1,yes
34,49288,3,0,0,0,0,0,no
40,72516,18,3,9,3,2,1,yes
40,67250,11,0,3,1,0,0,no
31,46189,3,0,2,0,0,0,no
31,54480,8,1,9,2,1,0,yes
27,48010,15,1,7,1,1,0,yes
27,41221,5,0,2,0,0,0,no
35,67759,11,4,11,4,2,1,yes
35,49957,3,0,0,0,0,0,no
47,89253,27,2,9,2,2,1,yes
47,84486,15,2,9,2,1,0,no
37,69714,13,3,11,1,2,0,yes
37,61070,13,0,1,1,0,0,no
45,75151,5,0,4,3,0,1,no
45,85162,17,3,11,2,2,0,yes
49,87529,16,3,11,3,2,1,yes
49,85939,15,2,9,2,1,0,no
31,59159,17,1,10,2,1,1,yes
31,47437,7,0,1,1,0,0,no
37,56001,6,0,1,2,0,1,no
37,65199,15,3,10,1,2,0,yes
38,62684,6,0,4,1,1,1,no
38,68222,13,2,9,3,1,0,yes
33,60037,16,2,10,3,1,1,yes
33,51110,4,0,1,1,1,0,no
36,72557,20,2,10,3,2,1,yes
36,56940,9,0,2,1,0,0,no
39,67665,17,2,9,1,1,1,yes
39,61828,6,0,1,1,1,0,no
38,69595,8,1,8,2,2,1,yes
38,55512,5,0,0,1,0,0,no
36,65543,20,2,8,2,2,0,yes
36,57474,8,0,3,1,0,1,no
35,65265,10,1,9,4,1,0,yes
35,53323,8,0,2,0,0,1,no
31,44387,5,0,1,0,0,0,no
31,64133,20,3,11,3,1,1,yes
39,65626,14,0,3,1,1,0,no
39,70074,18,1,9,4,1,1,yes
36,54554,8,0,1,2,0,0,no
36,67814,18,2,10,2,2,0,yes
30,57978,12,3,11,3,1,1,yes
30,42615,3,0,1,0,0,0,no
30,47015,4,0,2,0,0,0,no
30,56086,15,3,11,3,1,1,yes
33,48240,5,0,0,1,0,0,no
33,63251,11,3,11,3,1,1,yes
32,46725,4,0,0,1,0,0,no
32,59543,12,1,9,1,1,1,yes
40,67315,3,0,5,1,0,1,no
40,72346,13,1,7,3,2,0,yes
42,77059,8,2,10,4,1,1,yes
42,64634,4,0,2,1,0,0,no
59,106300,20,3,11,2,2,0,yes
59,101431,24,2,8,4,1,0,no
26,48009,13,1,9,2,1,1,yes
26,37543,0,0,1,0,0,0,no
42,81236,24,2,10,3,2,0,yes
42,73344,19,0,4,2,0,0,no
31,63296,18,2,10,2,1,1,yes
31,44829,2,0,1,1,0,0,no
51,87775,14,1,7,3,2,1,yes
51,85468,14,0,4,3,0,0,no
34,66497,23,1,10,1,1,0,yes
34,51953,8,0,2,0,0,1,no
32,57223,12,1,8,3,1,1,yes
32,50306,5,0,3,0,0,0,no
51,88861,12,0,6,4,1,0,no
51,94294,14,1,9,1,2,1,yes
32,66056,13,3,11,4,1,1,yes
32,46671,3,0,1,0,0,0,no
36,59999,14,0,4,1,0,0,no
36,66248,15,1,9,2,1,1,yes
32,54410,14,1,6,2,0,0,yes
32,53077,14,0,4,2,0,1,no
29,50616,16,1,7,3,1,0,yes
29,42774,4,0,2,0,0,1,no
74,120949,15,5,11,5,3,1,no
74,127424,21,1,9,5,1,0,yes
43,81197,22,1,8,1,2,0,yes
43,72863,21,1,9,4,0,1,no
45,77037,19,4,10,4,1,1,yes
45,76772,15,0,3,1,1,0,no
45,72360,7,0,5,2,0,0,no
45,79890,6,4,11,3,1,1,yes
25,34062,7,0,2,1,0,0,no
25,50746,18,2,10,0,1,2,yes
45,68243,6,0,2,0,0,0,no
45,79057,8,2,10,4,1,2,yes
41,68875,17,2,9,2,1,0,yes
41,66875,8,0,4,2,1,2,no
47,82602,16,2,9,3,0,0,yes
47,78347,18,1,5,2,1,0,no
34,50898,10,0,2,0,0,1,no
34,63565,20,4,11,3,1,0,yes
33,49885,3,0,3,0,0,0,no
33,61372,19,1,9,2,1,0,yes
55,91933,11,0,5,2,0,0,no
55,97601,15,2,9,4,1,1,yes
50,88384,17,1,10,5,1,1,yes
50,77891,10,0,4,1,0,0,no
57,96330,15,3,8,2,1,1,no
57,104455,18,2,11,5,2,0,yes
32,49293,3,0,1,1,0,1,no
32,58690,9,3,11,2,1,1,yes
28,52021,13,2,11,1,1,2,yes
28,43200,7,0,3,2,0,0,no
45,75450,15,0,5,1,0,0,no
45,80542,17,1,7,5,1,0,yes
23,45681,22,1,9,0,0,2,yes
23,30724,4,0,0,0,0,0,no
44,69082,11,0,6,3,1,1,no
44,75742,12,1,9,2,1,1,yes
49,83550,8,1,9,3,2,2,yes
49,78988,11,1,7,3,0,0,no
44,79177,11,3,11,3,1,2,yes
44,68249,6,0,2,2,1,0,no
47,89749,19,1,9,1,2,0,yes
47,86769,17,3,9,4,1,2,no
50,90967,9,3,11,5,1,2,yes
50,79832,9,0,6,2,0,0,no
42,62048,4,0,4,0,0,0,no
42,74761,8,2,9,5,2,2,yes
42,78188,10,3,11,5,1,0,yes
42,68507,6,0,3,0,0,1,no
32,48897,7,0,1,0,0,0,no
32,63028,22,4,11,2,0,0,yes
57,105822,14,0,6,2,3,1,no
57,102528,22,4,10,5,1,0,yes
38,63101,18,2,10,4,1,1,yes
38,55761,8,0,4,1,0,1,no
29,40761,0,0,1,1,0,0,no
29,54868,12,1,10,2,0,0,yes
48,86852,21,3,11,3,3,1,yes
48,80762,16,1,7,2,0,0,no
40,64128,15,0,3,2,0,0,no
40,71834,14,2,10,2,1,1,yes
58,95350,12,0,5,4,1,0,no
58,100548,13,3,11,2,0,0,yes
61,107271,17,3,10,4,1,2,yes
61,111804,21,1,6,2,2,0,no
32,62156,17,3,11,2,0,1,yes
32,47902,5,0,4,1,0,1,no
48,78996,13,0,6,2,0,0,no
48,88658,17,3,11,5,2,1,yes
40,75115,24,3,11,2,1,0,yes
40,64824,15,0,1,3,0,1,no
52,92662,23,3,9,3,0,0,yes
52,94539,15,1,8,3,2,1,no
31,56773,15,1,9,2,1,0,yes
31,46859,5,0,3,1,0,1,no
52,87559,10,6,11,3,1,1,yes
52,87311,11,0,5,4,1,0,no
43,76753,16,1,9,4,0,0,yes
43,66988,9,0,2,1,0,1,no
34,61440,12,3,11,1,0,0,yes
34,52769,3,0,3,2,0,1,no
23,30877,4,0,1,0,0,1,no
23,41782,13,4,11,2,0,0,yes
45,79892,12,4,11,4,1,0,yes
45,73849,6,0,4,1,0,1,no
43,77358,12,1,9,2,1,1,yes
43,75305,9,2,8,3,1,0,no
51,85348,9,4,10,2,1,1,no
51,91914,15,1,9,4,1,0,yes
32,47152,7,0,1,0,0,0,no
32,61002,18,3,11,4,1,1,yes
46,84191,19,5,11,5,1,0,yes
46,79067,12,0,3,1,1,0,no
39,68672,18,3,11,1,0,0,yes
39,62710,11,0,5,2,0,0,no
29,53816,14,4,11,2,0,1,yes
29,39677,4,0,0,1,0,0,no
52,88561,20,0,2,2,2,0,no
52,93453,20,5,11,5,2,1,yes
42,68001,8,0,4,3,0,0,no
42,74642,8,1,10,1,0,2,yes
44,75169,11,1,9,3,0,1,no
44,81004,18,1,8,2,3,1,yes
45,80289,12,0,7,4,0,1,no
45,79548,19,1,8,2,2,0,yes
44,75100,14,0,5,1,0,1,no
44,80858,18,1,9,4,0,0,yes
35,63837,9,1,8,3,1,0,yes
35,54233,2,0,3,1,0,2,no
30,53857,15,1,8,2,1,2,yes
30,44697,6,0,0,1,0,0,no
38,57829,1,0,3,0,0,1,no
38,65105,9,1,9,4,0,1,yes
23,45467,17,3,11,1,0,2,yes
23,30976,3,0,0,1,0,0,no
30,43033,2,0,2,0,0,0,no
30,56837,18,2,10,3,1,0,yes
59,106264,25,3,8,6,2,2,yes
59,106233,12,3,9,2,2,0,no
31,51446,9,0,6,2,0,0,no
31,60326,22,1,9,2,1,1,yes
43,64340,8,0,3,2,0,0,no
43,76577,15,2,10,4,3,3,yes
28,51546,5,3,11,2,1,2,yes
28,38127,1,0,1,1,0,0,no
45,81223,19,2,9,4,2,1,yes
45,72230,12,0,3,1,0,1,no
36,60741,11,1,9,3,1,2,yes
36,55300,8,0,2,2,0,1,no
45,79906,19,1,8,1,1,0,yes
45,74183,16,0,3,4,0,1,no
30,55191,20,1,9,3,1,0,yes
30,49210,7,0,4,1,0,0,no
50,85758,18,1,7,3,1,2,no
50,87216,14,3,10,3,1,0,yes
39,63859,8,1,9,1,1,2,yes
39,62900,7,1,8,4,0,0,no
27,40153,3,0,3,1,0,0,no
27,46646,13,1,7,2,1,1,yes
48,83140,22,0,2,0,0,0,no
48,87676,24,6,11,5,2,1,yes
49,87069,14,1,7,4,2,0,no
49,81544,18,1,7,1,1,0,yes
34,60768,10,3,11,4,1,0,yes
34,46759,2,0,2,1,0,0,no
35,52029,7,0,4,0,1,0,no
35,64892,16,1,9,4,1,1,yes
45,70755,12,0,5,1,0,1,no
45,84260,29,4,11,5,2,0,yes
38,73870,22,3,11,4,2,1,yes
38,60667,11,0,3,0,0,0,no
35,51293,6,0,2,1,0,0,no
35,61285,13,1,9,3,2,1,yes
33,62448,23,2,10,2,1,1,yes
33,52271,9,0,3,2,0,0,no
53,95041,13,4,10,4,2,0,no
53,81258,5,1,7,1,0,1,yes
37,51972,1,0,1,0,0,0,no
37,67173,9,3,11,5,2,1,yes
30,58319,13,3,11,3,1,1,yes
30,40188,2,0,0,0,0,0,no
45,70365,9,0,2,2,0,1,no
45,82704,17,3,11,3,1,0,yes
62,104137,15,0,7,2,1,0,no
62,106430,20,3,11,3,2,0,yes
57,99174,18,2,10,1,2,0,yes
57,103664,20,3,9,5,1,0,no
46,69575,5,0,2,1,0,0,no
46,89487,23,3,11,4,3,0,yes
35,61674,24,1,9,3,0,0,yes
35,50876,4,0,3,1,0,0,no
48,84958,24,2,7,3,1,1,no
48,84592,19,3,10,2,1,0,yes
25,35381,3,0,2,0,0,0,no
25,45321,14,2,9,3,1,1,yes
47,85775,16,2,10,4,1,0,yes
47,77121,6,0,2,1,0,0,no
50,81669,6,0,4,1,0,1,no
50,92861,17,3,11,3,2,0,yes
31,55116,13,1,9,2,1,0,yes
31,44644,3,0,4,1,0,1,no
30,45468,13,0,2,0,0,0,no
30,55204,18,2,10,4,1,1,yes
47,81617,6,3,11,3,1,0,yes
47,72131,2,0,2,2,0,1,no
40,75460,17,3,8,5,2,0,yes
40,64052,8,0,4,1,0,1,no
40,64555,7,0,3,1,0,0,no
40,78790,19,5,11,3,3,1,yes
41,64588,9,0,4,1,0,1,no
41,72701,17,2,10,5,2,0,yes
